id,user_id,event,created_month,amount
854624194,11164784,start,2022-01-01,$7.99
1148290508,11164784,end,2022-02-28,$7.99
899695952,11165530,start,2021-05-01,$12.99
1921644054,11165530,end,2021-07-31,$12.99
1870422652,11165530,start,2021-09-01,$7.99
131200684,11165530,end,2021-11-30,$7.99
1960631722,11165530,start,2022-01-01,$7.99
758759970,11165530,end,2022-03-31,$7.99
168010787,11167304,start,2021-02-01,$12.99
2021269217,11167304,end,2021-03-31,$12.99
773970148,11167304,start,2021-08-01,$7.99
228990661,11167304,end,2021-11-30,$7.99
515147582,11167304,start,2022-04-01,$12.99
1843242440,11167304,end,2022-06-30,$12.99
496378860,11167587,start,2021-02-01,$0.99
316198912,11167587,end,2021-03-31,$0.99
709203317,11167587,start,2021-05-01,$12.99
397086312,11167587,end,2021-08-31,$12.99
1939715075,11167587,start,2021-10-01,$12.99
445409478,11167587,end,2022-03-31,$12.99
2040172703,11168169,start,2021-04-01,$12.99
264445554,11168169,end,2021-09-30,$12.99
1929668064,11168169,start,2021-11-01,$0.99
539415979,11168169,end,2022-01-31,$0.99
1663549791,11168169,start,2022-04-01,$0.99
452694186,11168169,end,2022-07-31,$0.99
929908983,11168256,start,2021-03-01,$0.99
430255810,11168256,end,2021-05-31,$0.99
3005646,11168256,start,2021-07-01,$0.99
1356689960,11168256,end,2021-08-31,$0.99
640003061,11168256,start,2021-10-01,$12.99
313203576,11168256,end,2022-03-31,$12.99
2070757850,11170050,start,2021-04-01,$12.99
1477304590,11170050,end,2021-05-31,$12.99
1615754483,11170050,start,2021-07-01,$12.99
1020460867,11170050,end,2021-09-30,$12.99
1118278095,11170050,start,2021-12-01,$0.99
1602700489,11170050,end,2022-05-31,$0.99
541604647,11171050,start,2021-03-01,$7.99
1557673331,11171050,end,2021-05-31,$7.99
1540057005,11171050,start,2021-07-01,$0.99
24522586,11171050,end,2021-10-31,$0.99
1572445872,11171050,start,2022-01-01,$0.99
558057,11171050,end,2022-04-30,$0.99
1423702298,11171050,start,2022-06-01,$12.99
1709027015,11171050,end,2022-07-31,$12.99
607598931,11172193,start,2021-01-01,$0.99
928737185,11172193,end,2021-06-30,$0.99
1681059695,11172193,start,2021-08-01,$12.99
1154204519,11172193,end,2021-12-31,$12.99
1839471799,11172193,start,2022-02-01,$7.99
1974283786,11172193,end,2022-05-31,$7.99
974940328,11172941,start,2021-01-01,$7.99
629649983,11172941,end,2021-04-30,$7.99
2075082599,11172941,start,2021-06-01,$12.99
990900926,11172941,end,2021-09-30,$12.99
542594838,11172941,start,2021-11-01,$0.99
701862127,11172941,end,2021-12-31,$0.99
2133804356,11172941,start,2022-03-01,$12.99
523213207,11172941,end,2022-07-31,$12.99
1993122899,11174685,start,2021-03-01,$12.99
187657647,11174685,end,2021-04-30,$12.99
1831519376,11174685,start,2021-06-01,$12.99
343415796,11174685,end,2021-07-31,$12.99
1309827649,11174685,start,2021-09-01,$7.99
1371301887,11174685,end,2021-10-31,$7.99
324471286,11174685,start,2021-12-01,$7.99
1116603711,11174685,end,2022-02-28,$7.99
1689997928,11175529,start,2021-01-01,$12.99
1143261363,11175529,end,2021-05-31,$12.99
1718889232,11175529,start,2021-07-01,$7.99
97615550,11175529,end,2021-11-30,$7.99
511337298,11175529,start,2022-01-01,$0.99
1686676206,11175529,end,2022-07-31,$0.99
864502244,11176226,start,2021-02-01,$12.99
564417251,11176226,end,2021-03-31,$12.99
2105129707,11176226,start,2021-06-01,$7.99
1775986209,11176226,end,2021-07-31,$7.99
1285400619,11176226,start,2021-10-01,$0.99
1837383479,11176226,end,2022-02-28,$0.99
1892854090,11176519,start,2021-03-01,$7.99
1350538184,11176519,end,2021-04-30,$7.99
2073943246,11176519,start,2021-09-01,$7.99
957318453,11176519,end,2021-10-31,$7.99
1743702134,11176519,start,2022-03-01,$12.99
757102453,11176519,end,2022-04-30,$12.99
1570051559,11177434,start,2021-01-01,$12.99
778594615,11177434,end,2021-05-31,$12.99
883574195,11177434,start,2021-07-01,$12.99
550357726,11177434,end,2021-09-30,$12.99
133503119,11177434,start,2021-11-01,$12.99
1823431425,11177434,end,2022-02-28,$12.99
384100300,11177434,start,2022-04-01,$7.99
951786608,11177434,end,2022-05-31,$7.99
249433386,11178982,start,2021-01-01,$0.99
1349925743,11178982,end,2021-04-30,$0.99
1665537176,11178982,start,2021-06-01,$12.99
801547349,11178982,end,2021-07-31,$12.99
738669714,11178982,start,2021-09-01,$0.99
1401462051,11178982,end,2021-10-31,$0.99
449724321,11178982,start,2022-05-01,$0.99
666229521,11178982,end,2022-06-30,$0.99
624946075,11179448,start,2021-01-01,$7.99
1859975985,11179448,end,2021-03-31,$7.99
1763115060,11179448,start,2022-01-01,$0.99
224823561,11179448,end,2022-03-31,$0.99
804260952,11179448,start,2022-05-01,$0.99
1641104113,11179448,end,2022-07-31,$0.99
1953869318,11179535,start,2021-02-01,$12.99
2104131176,11179535,end,2021-05-31,$12.99
1654103373,11179535,start,2021-07-01,$0.99
1792119473,11179535,end,2021-09-30,$0.99
1903820394,11179535,start,2021-12-01,$0.99
843335334,11179535,end,2022-03-31,$0.99
1242307832,11179873,start,2021-02-01,$12.99
1136040436,11179873,end,2021-05-31,$12.99
681334691,11179873,start,2021-07-01,$12.99
333088364,11179873,end,2021-10-31,$12.99
109264842,11179873,start,2021-12-01,$0.99
681974245,11179873,end,2022-05-31,$0.99
1324052085,11181074,start,2021-01-01,$0.99
209391260,11181074,end,2021-02-28,$0.99
1959847725,11181074,start,2021-05-01,$0.99
911417616,11181074,end,2021-09-30,$0.99
1501370780,11181074,start,2021-11-01,$12.99
86950667,11181074,end,2022-06-30,$12.99
29556962,11181109,start,2021-05-01,$12.99
476440778,11181109,end,2021-07-31,$12.99
1439092772,11181109,start,2021-10-01,$12.99
865174776,11181109,end,2021-12-31,$12.99
210330966,11181109,start,2022-02-01,$0.99
2023924690,11181109,end,2022-03-31,$0.99
1571683767,11183111,start,2021-01-01,$0.99
1545241916,11183111,end,2021-02-28,$0.99
285792713,11183111,start,2021-04-01,$12.99
794641583,11183111,end,2021-06-30,$12.99
1369004940,11183111,start,2021-08-01,$0.99
1637713362,11183111,end,2021-12-31,$0.99
876326764,11183127,start,2021-02-01,$7.99
161668930,11183127,end,2021-03-31,$7.99
2089401401,11183127,start,2021-05-01,$12.99
436475279,11183127,end,2022-02-28,$12.99
2060268979,11183127,start,2022-04-01,$7.99
1614904369,11183127,end,2022-06-30,$7.99
650977892,11183382,start,2021-02-01,$12.99
1730973335,11183382,end,2021-03-31,$12.99
13349088,11183382,start,2021-05-01,$0.99
1123560225,11183382,end,2021-06-30,$0.99
1272915337,11183382,start,2021-08-01,$7.99
1501876426,11183382,end,2021-10-31,$7.99
246031248,11183653,start,2021-01-01,$0.99
1623652772,11183653,end,2021-05-31,$0.99
720248074,11183653,start,2021-07-01,$7.99
1537727744,11183653,end,2021-10-31,$7.99
2037792967,11183653,start,2022-03-01,$7.99
1843915127,11183653,end,2022-04-30,$7.99
386402088,11184212,start,2021-01-01,$0.99
26098122,11184212,end,2021-03-31,$0.99
1118119095,11184212,start,2021-05-01,$0.99
1625475840,11184212,end,2021-06-30,$0.99
1619956400,11184212,start,2021-08-01,$12.99
954857667,11184212,end,2021-10-31,$12.99
1912054906,11184909,start,2021-03-01,$7.99
1455656108,11184909,end,2021-04-30,$7.99
1897481416,11184909,start,2021-09-01,$7.99
1283045004,11184909,end,2021-10-31,$7.99
1321817086,11184909,start,2022-05-01,$7.99
849311466,11184909,end,2022-07-31,$7.99
1176240842,11185358,start,2021-02-01,$12.99
1109691196,11185358,end,2021-08-31,$12.99
1242747214,11185358,start,2021-10-01,$7.99
1331626416,11185358,end,2022-01-31,$7.99
952401793,11185358,start,2022-03-01,$7.99
1866622293,11185358,end,2022-04-30,$7.99
481312922,11186197,start,2021-02-01,$12.99
2006337077,11186197,end,2021-03-31,$12.99
1802829573,11186197,start,2021-09-01,$0.99
949850702,11186197,end,2022-01-31,$0.99
504995739,11186197,start,2022-03-01,$0.99
241460395,11186197,end,2022-06-30,$0.99
1578964095,11186445,start,2021-01-01,$0.99
673141254,11186445,end,2021-02-28,$0.99
352318933,11186445,start,2021-06-01,$7.99
830041127,11186445,end,2021-07-31,$7.99
1930675661,11186445,start,2021-09-01,$12.99
1382991388,11186445,end,2022-05-31,$12.99
1190975484,11188496,start,2021-03-01,$0.99
121688009,11188496,end,2021-05-31,$0.99
1672974632,11188496,start,2021-07-01,$12.99
1990032754,11188496,end,2021-10-31,$12.99
760337556,11188496,start,2021-12-01,$0.99
164673971,11188496,end,2022-03-31,$0.99
1083671468,11189245,start,2021-01-01,$12.99
1282667931,11189245,end,2021-03-31,$12.99
1527391375,11189245,start,2021-05-01,$7.99
101539812,11189245,end,2021-08-31,$7.99
1540007174,11189245,start,2021-10-01,$12.99
1600250117,11189245,end,2021-11-30,$12.99
177386320,11192800,start,2021-01-01,$7.99
2065718601,11192800,end,2021-07-31,$7.99
128686368,11192800,start,2021-12-01,$0.99
406456916,11192800,end,2022-02-28,$0.99
1345776536,11192800,start,2022-04-01,$12.99
533276930,11192800,end,2022-05-31,$12.99
940525268,11192923,start,2021-01-01,$12.99
612127540,11192923,end,2021-02-28,$12.99
633648317,11192923,start,2021-05-01,$12.99
1018115900,11192923,end,2021-08-31,$12.99
1509956215,11192923,start,2022-01-01,$7.99
2062602372,11192923,end,2022-02-28,$7.99
1392292003,11192923,start,2022-06-01,$7.99
6714412,11192923,end,2022-07-31,$7.99
1827563240,11193210,start,2021-01-01,$12.99
1624917902,11193210,end,2021-05-31,$12.99
1236826656,11193210,start,2021-08-01,$0.99
1959746156,11193210,end,2022-01-31,$0.99
1771104231,11193210,start,2022-03-01,$0.99
1754067429,11193210,end,2022-04-30,$0.99
40040651,11193299,start,2021-01-01,$12.99
107625633,11193299,end,2021-04-30,$12.99
1433114885,11193299,start,2021-07-01,$12.99
1646077208,11193299,end,2021-11-30,$12.99
515370200,11193299,start,2022-01-01,$12.99
1019337689,11193299,end,2022-05-31,$12.99
1754011658,11193342,start,2021-02-01,$12.99
1694931390,11193342,end,2021-03-31,$12.99
1614822687,11193342,start,2021-07-01,$0.99
647719410,11193342,end,2021-10-31,$0.99
1020811140,11193342,start,2021-12-01,$0.99
713546405,11193342,end,2022-05-31,$0.99
2078258047,11193792,start,2021-01-01,$7.99
2146969066,11193792,end,2021-04-30,$7.99
1196819406,11193792,start,2021-06-01,$0.99
444934400,11193792,end,2021-07-31,$0.99
1317134194,11193792,start,2021-09-01,$7.99
1610576678,11193792,end,2022-02-28,$7.99
1281025425,11195015,start,2021-01-01,$0.99
1237595672,11195015,end,2021-04-30,$0.99
1897867775,11195015,start,2021-06-01,$12.99
1917332036,11195015,end,2021-07-31,$12.99
1931610283,11195015,start,2021-10-01,$7.99
2063755986,11195015,end,2021-12-31,$7.99
394657830,11195015,start,2022-02-01,$0.99
2043304260,11195015,end,2022-04-30,$0.99
942439489,11195830,start,2021-01-01,$7.99
429954693,11195830,end,2021-02-28,$7.99
1389372317,11195830,start,2021-05-01,$12.99
1703608563,11195830,end,2021-10-31,$12.99
125333107,11195830,start,2021-12-01,$7.99
1434018762,11195830,end,2022-05-31,$7.99
1294682738,11196901,start,2021-01-01,$12.99
1833975578,11196901,end,2021-02-28,$12.99
1576669619,11196901,start,2021-04-01,$12.99
1763553757,11196901,end,2021-05-31,$12.99
1704947731,11196901,start,2021-07-01,$7.99
288575074,11196901,end,2021-11-30,$7.99
1931025861,11197688,start,2021-03-01,$0.99
109129503,11197688,end,2021-06-30,$0.99
1436929863,11197688,start,2021-08-01,$0.99
1830290284,11197688,end,2021-09-30,$0.99
1504171781,11197688,start,2022-01-01,$12.99
2122416416,11197688,end,2022-05-31,$12.99
1339794814,11197778,start,2021-03-01,$7.99
469228268,11197778,end,2021-04-30,$7.99
466908154,11197778,start,2021-10-01,$7.99
199085239,11197778,end,2021-11-30,$7.99
644066842,11197778,start,2022-01-01,$7.99
1546824275,11197778,end,2022-02-28,$7.99
1403823248,11197818,start,2021-01-01,$12.99
1066210535,11197818,end,2021-03-31,$12.99
1273831559,11197818,start,2021-06-01,$12.99
1902120437,11197818,end,2022-02-28,$12.99
1272481247,11197818,start,2022-06-01,$12.99
1378408112,11197818,end,2022-07-31,$12.99
1989928950,11198716,start,2021-01-01,$0.99
427249905,11198716,end,2021-06-30,$0.99
1639811019,11198716,start,2021-08-01,$0.99
302430979,11198716,end,2021-11-30,$0.99
457044978,11198716,start,2022-03-01,$0.99
1739783039,11198716,end,2022-05-31,$0.99
2083935779,11198902,start,2021-01-01,$12.99
1323311230,11198902,end,2021-03-31,$12.99
1156381867,11198902,start,2021-05-01,$7.99
468550555,11198902,end,2021-06-30,$7.99
1736900314,11198902,start,2021-09-01,$7.99
592094021,11198902,end,2022-01-31,$7.99
1099547303,11200108,start,2021-04-01,$12.99
668553730,11200108,end,2021-07-31,$12.99
1905435658,11200108,start,2021-11-01,$7.99
1181534947,11200108,end,2021-12-31,$7.99
775179371,11200108,start,2022-03-01,$12.99
2062902123,11200108,end,2022-05-31,$12.99
474462304,11201286,start,2021-01-01,$7.99
398721762,11201286,end,2021-03-31,$7.99
394455878,11201286,start,2021-06-01,$12.99
46237665,11201286,end,2021-09-30,$12.99
1185451573,11201286,start,2022-03-01,$7.99
544496264,11201286,end,2022-04-30,$7.99
2026229011,11201661,start,2021-01-01,$7.99
911284551,11201661,end,2021-04-30,$7.99
316675999,11201661,start,2021-09-01,$7.99
1673959672,11201661,end,2021-10-31,$7.99
787072538,11201661,start,2021-12-01,$12.99
1798584234,11201661,end,2022-06-30,$12.99
341015988,11202398,start,2021-04-01,$0.99
1644830378,11202398,end,2021-05-31,$0.99
819900240,11202398,start,2021-08-01,$0.99
1132626351,11202398,end,2021-10-31,$0.99
1585422956,11202398,start,2021-12-01,$12.99
1802799200,11202398,end,2022-02-28,$12.99
2068131778,11202884,start,2021-01-01,$7.99
545554539,11202884,end,2021-02-28,$7.99
44099207,11202884,start,2021-08-01,$12.99
527237055,11202884,end,2021-11-30,$12.99
1561507974,11202884,start,2022-01-01,$0.99
612051933,11202884,end,2022-02-28,$0.99
753215308,11204071,start,2021-03-01,$7.99
1610332729,11204071,end,2021-06-30,$7.99
484648681,11204071,start,2021-08-01,$7.99
1407752096,11204071,end,2021-12-31,$7.99
636949630,11204071,start,2022-05-01,$7.99
26741012,11204071,end,2022-07-31,$7.99
638704518,11204537,start,2021-04-01,$0.99
2001200868,11204537,end,2021-05-31,$0.99
1618501900,11204537,start,2021-07-01,$7.99
644699465,11204537,end,2021-10-31,$7.99
140296879,11204537,start,2022-02-01,$7.99
278007403,11204537,end,2022-04-30,$7.99
1559559958,11205316,start,2021-01-01,$7.99
1926492087,11205316,end,2021-08-31,$7.99
241057358,11205316,start,2021-10-01,$12.99
541180498,11205316,end,2021-12-31,$12.99
2116994484,11205316,start,2022-02-01,$0.99
95103184,11205316,end,2022-03-31,$0.99
1080015289,11205460,start,2021-02-01,$7.99
1793178683,11205460,end,2021-03-31,$7.99
1817359021,11205460,start,2021-05-01,$7.99
1062968593,11205460,end,2021-07-31,$7.99
531781496,11205460,start,2021-09-01,$12.99
1177109170,11205460,end,2021-11-30,$12.99
661965821,11206555,start,2021-03-01,$12.99
37993410,11206555,end,2021-05-31,$12.99
992481118,11206555,start,2021-07-01,$7.99
2056677209,11206555,end,2021-11-30,$7.99
1337689198,11206555,start,2022-01-01,$7.99
475806032,11206555,end,2022-03-31,$7.99
68714943,11206734,start,2021-03-01,$0.99
94111624,11206734,end,2021-05-31,$0.99
1093205150,11206734,start,2021-07-01,$12.99
1964915491,11206734,end,2021-09-30,$12.99
220708553,11206734,start,2022-02-01,$12.99
380466700,11206734,end,2022-07-31,$12.99
1131769397,11206818,start,2021-01-01,$12.99
255413346,11206818,end,2021-03-31,$12.99
1902813136,11206818,start,2021-05-01,$7.99
739771991,11206818,end,2022-02-28,$7.99
1927021467,11206818,start,2022-04-01,$0.99
592721166,11206818,end,2022-07-31,$0.99
1849208220,11207484,start,2021-01-01,$0.99
898392384,11207484,end,2021-04-30,$0.99
277485648,11207484,start,2021-07-01,$0.99
1992107286,11207484,end,2021-08-31,$0.99
435646209,11207484,start,2021-11-01,$0.99
990540756,11207484,end,2021-12-31,$0.99
1604955305,11211047,start,2021-03-01,$12.99
260993075,11211047,end,2021-05-31,$12.99
121199593,11211047,start,2021-07-01,$7.99
365642338,11211047,end,2021-09-30,$7.99
841534343,11211047,start,2021-11-01,$12.99
699913147,11211047,end,2021-12-31,$12.99
1589506576,11211134,start,2021-01-01,$7.99
602437524,11211134,end,2021-02-28,$7.99
2071567625,11211134,start,2021-04-01,$12.99
530185180,11211134,end,2021-05-31,$12.99
2072094459,11211134,start,2021-07-01,$0.99
457556507,11211134,end,2021-10-31,$0.99
694177058,11211134,start,2021-12-01,$12.99
39193802,11211134,end,2022-05-31,$12.99
1204448237,11214148,start,2021-01-01,$12.99
1183850714,11214148,end,2021-03-31,$12.99
1666618416,11214148,start,2021-08-01,$0.99
1156655550,11214148,end,2021-09-30,$0.99
2047456951,11214148,start,2022-02-01,$7.99
174033313,11214148,end,2022-04-30,$7.99
806444694,11216392,start,2021-01-01,$0.99
1893031405,11216392,end,2021-02-28,$0.99
1656895583,11216392,start,2021-04-01,$12.99
266478028,11216392,end,2021-05-31,$12.99
319790598,11216392,start,2021-12-01,$0.99
1303042515,11216392,end,2022-03-31,$0.99
1346386564,11218364,start,2021-03-01,$7.99
1852952528,11218364,end,2021-07-31,$7.99
606214740,11218364,start,2021-09-01,$0.99
2033989569,11218364,end,2021-11-30,$0.99
1052649964,11218364,start,2022-03-01,$7.99
901456479,11218364,end,2022-04-30,$7.99
590447272,11218476,start,2021-01-01,$7.99
532412271,11218476,end,2021-02-28,$7.99
1981295648,11218476,start,2021-05-01,$12.99
1549455559,11218476,end,2021-08-31,$12.99
1493347115,11218476,start,2021-10-01,$12.99
1431211096,11218476,end,2022-01-31,$12.99
631733513,11219154,start,2021-02-01,$12.99
1366804303,11219154,end,2021-06-30,$12.99
1192632520,11219154,start,2021-08-01,$7.99
1550105502,11219154,end,2021-10-31,$7.99
2102188558,11219154,start,2022-01-01,$7.99
902665101,11219154,end,2022-06-30,$7.99
714791759,11219410,start,2021-01-01,$12.99
185942075,11219410,end,2021-05-31,$12.99
425289109,11219410,start,2021-08-01,$7.99
2053622263,11219410,end,2021-10-31,$7.99
1305707539,11219410,start,2022-03-01,$7.99
549437355,11219410,end,2022-04-30,$7.99
2106621370,11219637,start,2021-03-01,$7.99
571624177,11219637,end,2021-05-31,$7.99
1898257489,11219637,start,2021-07-01,$7.99
1772938827,11219637,end,2021-11-30,$7.99
2143837384,11219637,start,2022-03-01,$7.99
1306685006,11219637,end,2022-05-31,$7.99
505149240,11219747,start,2021-05-01,$0.99
1958861841,11219747,end,2021-06-30,$0.99
95938528,11219747,start,2021-10-01,$7.99
521176356,11219747,end,2021-12-31,$7.99
923707275,11219747,start,2022-04-01,$0.99
806186445,11219747,end,2022-05-31,$0.99
1449184104,11220946,start,2021-02-01,$0.99
167134928,11220946,end,2021-03-31,$0.99
1043837098,11220946,start,2021-05-01,$7.99
1280852999,11220946,end,2021-10-31,$7.99
357519183,11220946,start,2022-03-01,$0.99
1428428772,11220946,end,2022-04-30,$0.99
1184871550,11220999,start,2021-03-01,$7.99
1659984499,11220999,end,2021-04-30,$7.99
218978174,11220999,start,2021-07-01,$12.99
117499585,11220999,end,2021-10-31,$12.99
1559520829,11220999,start,2021-12-01,$7.99
1158496103,11220999,end,2022-07-31,$7.99
87229204,11221386,start,2021-04-01,$7.99
547535507,11221386,end,2021-05-31,$7.99
1396484969,11221386,start,2021-08-01,$12.99
784625370,11221386,end,2021-09-30,$12.99
542250800,11221386,start,2021-11-01,$12.99
871803051,11221386,end,2021-12-31,$12.99
2118992298,11222425,start,2021-01-01,$0.99
201460883,11222425,end,2021-04-30,$0.99
1556036225,11222425,start,2021-07-01,$12.99
199677244,11222425,end,2022-03-31,$12.99
1885146091,11222425,start,2022-05-01,$7.99
783472298,11222425,end,2022-06-30,$7.99
2139288017,11223752,start,2021-05-01,$12.99
1734837599,11223752,end,2021-07-31,$12.99
1969137673,11223752,start,2021-10-01,$7.99
1066077345,11223752,end,2022-02-28,$7.99
1447907205,11223752,start,2022-04-01,$0.99
69614093,11223752,end,2022-05-31,$0.99
571301878,11224565,start,2021-01-01,$7.99
1646596598,11224565,end,2021-02-28,$7.99
1064935006,11224565,start,2021-04-01,$7.99
905043952,11224565,end,2021-05-31,$7.99
1659268424,11224565,start,2021-07-01,$12.99
49502537,11224565,end,2022-03-31,$12.99
1996288186,11224666,start,2021-01-01,$7.99
1830908984,11224666,end,2021-05-31,$7.99
816108373,11224666,start,2021-08-01,$7.99
832662218,11224666,end,2021-09-30,$7.99
585160527,11224666,start,2021-11-01,$0.99
1156186581,11224666,end,2022-05-31,$0.99
940167834,11225977,start,2021-01-01,$0.99
352318510,11225977,end,2021-04-30,$0.99
1541108182,11225977,start,2021-08-01,$7.99
1356709151,11225977,end,2021-11-30,$7.99
462524927,11225977,start,2022-03-01,$12.99
194956680,11225977,end,2022-05-31,$12.99
58442149,11226073,start,2021-04-01,$7.99
495793031,11226073,end,2021-08-31,$7.99
63987956,11226073,start,2021-11-01,$12.99
1638748599,11226073,end,2021-12-31,$12.99
1719686356,11226073,start,2022-02-01,$7.99
1323134298,11226073,end,2022-03-31,$7.99
369632997,11226674,start,2021-03-01,$0.99
1423671167,11226674,end,2021-05-31,$0.99
1984520416,11226674,start,2021-07-01,$7.99
1169680909,11226674,end,2021-08-31,$7.99
399479154,11226674,start,2021-10-01,$0.99
1604932880,11226674,end,2021-11-30,$0.99
804837444,11227003,start,2021-01-01,$0.99
693697277,11227003,end,2021-05-31,$0.99
1494414193,11227003,start,2021-08-01,$7.99
459434600,11227003,end,2021-09-30,$7.99
226858112,11227003,start,2021-12-01,$12.99
491866920,11227003,end,2022-04-30,$12.99
432075964,11229338,start,2021-05-01,$7.99
486046417,11229338,end,2021-06-30,$7.99
1926650185,11229338,start,2021-08-01,$7.99
521479216,11229338,end,2021-12-31,$7.99
1193636286,11229338,start,2022-02-01,$0.99
1101348181,11229338,end,2022-05-31,$0.99
1569455863,11229369,start,2021-04-01,$7.99
611733910,11229369,end,2021-05-31,$7.99
85492631,11229369,start,2021-08-01,$12.99
2145353887,11229369,end,2021-10-31,$12.99
1171343179,11229369,start,2022-02-01,$7.99
1457389026,11229369,end,2022-03-31,$7.99
1823471802,11229603,start,2021-04-01,$0.99
2115766436,11229603,end,2021-05-31,$0.99
2055141600,11229603,start,2021-07-01,$0.99
1581361942,11229603,end,2021-08-31,$0.99
989843749,11229603,start,2021-11-01,$7.99
1568916438,11229603,end,2022-01-31,$7.99
1515603592,11229873,start,2021-01-01,$7.99
1760045237,11229873,end,2021-03-31,$7.99
832755383,11229873,start,2021-06-01,$12.99
1571399721,11229873,end,2021-08-31,$12.99
226375753,11229873,start,2021-12-01,$7.99
695634792,11229873,end,2022-06-30,$7.99
537188194,11230126,start,2021-01-01,$7.99
791375880,11230126,end,2021-10-31,$7.99
1446097861,11230126,start,2021-12-01,$7.99
1371984286,11230126,end,2022-01-31,$7.99
815840442,11230126,start,2022-03-01,$0.99
1435026684,11230126,end,2022-05-31,$0.99
605039365,11230215,start,2021-02-01,$7.99
523913656,11230215,end,2021-03-31,$7.99
1867171591,11230215,start,2021-05-01,$7.99
1750348901,11230215,end,2021-09-30,$7.99
1362859489,11230215,start,2021-11-01,$7.99
302461486,11230215,end,2022-02-28,$7.99
1405564379,11230215,start,2022-04-01,$12.99
114697370,11230215,end,2022-05-31,$12.99
684338696,11230292,start,2021-01-01,$12.99
2143594557,11230292,end,2021-02-28,$12.99
604699063,11230292,start,2021-04-01,$7.99
1403285051,11230292,end,2021-06-30,$7.99
2083667333,11230292,start,2021-08-01,$12.99
1180200505,11230292,end,2021-09-30,$12.99
816591335,11230551,start,2021-04-01,$12.99
1252045658,11230551,end,2021-08-31,$12.99
2013239038,11230551,start,2021-10-01,$7.99
305567742,11230551,end,2022-01-31,$7.99
896514385,11230551,start,2022-03-01,$7.99
1333006815,11230551,end,2022-04-30,$7.99
1836185213,11232266,start,2021-07-01,$12.99
1347243472,11232266,end,2021-09-30,$12.99
453269068,11232266,start,2021-11-01,$7.99
1678242871,11232266,end,2021-12-31,$7.99
1889602456,11232266,start,2022-02-01,$7.99
2114357157,11232266,end,2022-03-31,$7.99
1522082792,11232607,start,2021-01-01,$12.99
1819488249,11232607,end,2021-02-28,$12.99
1692658781,11232607,start,2021-05-01,$12.99
876989603,11232607,end,2021-06-30,$12.99
37475826,11232607,start,2021-08-01,$0.99
286064302,11232607,end,2021-12-31,$0.99
2047659802,11232607,start,2022-04-01,$7.99
1652390374,11232607,end,2022-06-30,$7.99
11000722,11233006,start,2021-01-01,$7.99
1111592429,11233006,end,2021-05-31,$7.99
1636118709,11233006,start,2021-07-01,$0.99
866083323,11233006,end,2021-08-31,$0.99
406076309,11233006,start,2021-10-01,$12.99
1654747565,11233006,end,2021-11-30,$12.99
73614449,11233006,start,2022-02-01,$12.99
1583111109,11233006,end,2022-06-30,$12.99
583640566,11235126,start,2021-02-01,$7.99
563418344,11235126,end,2021-06-30,$7.99
1869075338,11235126,start,2021-08-01,$12.99
220123466,11235126,end,2021-10-31,$12.99
300847473,11235126,start,2022-01-01,$0.99
